# The kernel record, read by `rudb-bench kernels --check`.
#
# One block per machine. Written by `rudb-bench kernels --record`, which runs `cargo xtask kernels
# --json` in a rudb checkout and stores what it said. The numbers are nanoseconds per row and every
# machine has its own, so a block is only ever compared against a later block from the same machine.
#
# A cell line is the table, the case, the detail, the form pair or stage, the null percentage, the
# rows the time was divided by, nanoseconds per row, the interquartile range as a percentage of the
# median, and whether a specialized loop ran or the row at a time path did. Separated by pipes
# because a case name has spaces in it and a column layout that breaks on the first one is a file
# format that works until somebody adds a case.
#
# This is also the committed form of the compaction surface, which sub-milestone 2b asks for by
# name: the rows whose table is `compaction` are it.
#
# Rule ten applies here as everywhere. Nothing in this file times a query, so nothing in it is a
# result on its own.

[kernels]
machine   gamingpc-wsl
rudb      0.2.2 6e78afa
recorded  2026-09-11
cell      comparison | Bool | BOOLEAN | flat/flat | 0 | 1024 | 0.0544 | 0.8 | kernel
cell      comparison | Float64 | DOUBLE | flat/flat | 0 | 1024 | 3.6429 | 17.6 | kernel
cell      arithmetic | Float64 | DOUBLE | flat/flat | 0 | 1024 | 2.2921 | 8.5 | kernel
cell      comparison | Float64 | DOUBLE | flat/const | 0 | 1024 | 2.9973 | 2.7 | kernel
cell      arithmetic | Float64 | DOUBLE | flat/const | 0 | 1024 | 0.8023 | 15.0 | kernel
cell      comparison | Float64 | DOUBLE | const/flat | 0 | 1024 | 2.3498 | 22.0 | kernel
cell      arithmetic | Float64 | DOUBLE | const/flat | 0 | 1024 | 0.8081 | 33.1 | kernel
cell      comparison | Float64 | DOUBLE | dict/const | 0 | 1024 | 3.3766 | 3.8 | kernel
cell      arithmetic | Float64 | DOUBLE | dict/const | 0 | 1024 | 2.0494 | 6.7 | kernel
cell      comparison | Float64 | DOUBLE | dict/flat | 0 | 1024 | 4.8774 | 12.8 | kernel
cell      arithmetic | Float64 | DOUBLE | dict/flat | 0 | 1024 | 2.5771 | 28.5 | kernel
cell      comparison | Float64 | DOUBLE | flat/flat | 1 | 1024 | 5.4896 | 17.0 | kernel
cell      arithmetic | Float64 | DOUBLE | flat/flat | 1 | 1024 | 3.5105 | 22.3 | kernel
cell      comparison | Float64 | DOUBLE | flat/const | 1 | 1024 | 4.8636 | 19.8 | kernel
cell      arithmetic | Float64 | DOUBLE | flat/const | 1 | 1024 | 2.0371 | 5.6 | kernel
cell      comparison | Float64 | DOUBLE | const/flat | 1 | 1024 | 3.4215 | 5.7 | kernel
cell      arithmetic | Float64 | DOUBLE | const/flat | 1 | 1024 | 2.1020 | 25.4 | kernel
cell      comparison | Float64 | DOUBLE | dict/const | 1 | 1024 | 3.4359 | 6.7 | kernel
cell      arithmetic | Float64 | DOUBLE | dict/const | 1 | 1024 | 2.0713 | 11.0 | kernel
cell      comparison | Float64 | DOUBLE | dict/flat | 1 | 1024 | 5.2915 | 15.4 | kernel
cell      arithmetic | Float64 | DOUBLE | dict/flat | 1 | 1024 | 3.6952 | 19.4 | kernel
cell      comparison | Float64 | DOUBLE | flat/flat | 50 | 1024 | 4.9521 | 5.3 | kernel
cell      arithmetic | Float64 | DOUBLE | flat/flat | 50 | 1024 | 3.4208 | 3.2 | kernel
cell      comparison | Float64 | DOUBLE | flat/const | 50 | 1024 | 4.5803 | 31.6 | kernel
cell      arithmetic | Float64 | DOUBLE | flat/const | 50 | 1024 | 2.2953 | 24.9 | kernel
cell      comparison | Float64 | DOUBLE | const/flat | 50 | 1024 | 3.2668 | 16.6 | kernel
cell      arithmetic | Float64 | DOUBLE | const/flat | 50 | 1024 | 2.3173 | 13.9 | kernel
cell      comparison | Float64 | DOUBLE | dict/const | 50 | 1024 | 4.3982 | 34.4 | kernel
cell      arithmetic | Float64 | DOUBLE | dict/const | 50 | 1024 | 2.1508 | 12.9 | kernel
cell      comparison | Float64 | DOUBLE | dict/flat | 50 | 1024 | 5.4719 | 28.1 | kernel
cell      arithmetic | Float64 | DOUBLE | dict/flat | 50 | 1024 | 4.0966 | 45.2 | kernel
cell      comparison | Interval | INTERVAL | flat/flat | 0 | 1024 | 1.3181 | 6.3 | kernel
cell      comparison | Interval | INTERVAL | flat/const | 0 | 1024 | 1.7418 | 13.1 | kernel
cell      comparison | Interval | INTERVAL | const/flat | 0 | 1024 | 1.6377 | 38.5 | kernel
cell      comparison | Interval | INTERVAL | dict/const | 0 | 1024 | 1.8728 | 12.1 | kernel
cell      comparison | Interval | INTERVAL | dict/flat | 0 | 1024 | 1.9847 | 13.0 | kernel
cell      comparison | Interval | INTERVAL | flat/flat | 1 | 1024 | 2.9821 | 16.7 | kernel
cell      comparison | Interval | INTERVAL | flat/const | 1 | 1024 | 2.9702 | 6.5 | kernel
cell      comparison | Interval | INTERVAL | const/flat | 1 | 1024 | 2.7906 | 7.4 | kernel
cell      comparison | Interval | INTERVAL | dict/const | 1 | 1024 | 1.7131 | 4.2 | kernel
cell      comparison | Interval | INTERVAL | dict/flat | 1 | 1024 | 3.0508 | 7.1 | kernel
cell      comparison | Interval | INTERVAL | flat/flat | 50 | 1024 | 3.2961 | 26.6 | kernel
cell      comparison | Interval | INTERVAL | flat/const | 50 | 1024 | 3.2923 | 7.5 | kernel
cell      comparison | Interval | INTERVAL | const/flat | 50 | 1024 | 3.4013 | 19.2 | kernel
cell      comparison | Interval | INTERVAL | dict/const | 50 | 1024 | 1.8951 | 8.1 | kernel
cell      comparison | Interval | INTERVAL | dict/flat | 50 | 1024 | 3.0351 | 10.9 | kernel
cell      comparison | Varlen | VARCHAR | flat/flat | 0 | 1024 | 5.4557 | 4.9 | kernel
cell      comparison | Varlen | VARCHAR | flat/const | 0 | 1024 | 6.1331 | 15.1 | kernel
cell      comparison | Varlen | VARCHAR | const/flat | 0 | 1024 | 5.7292 | 12.0 | kernel
cell      comparison | Varlen | VARCHAR | dict/const | 0 | 1024 | 7.6658 | 26.4 | kernel
cell      comparison | Varlen | VARCHAR | dict/flat | 0 | 1024 | 6.2502 | 64.1 | kernel
cell      comparison | Varlen | VARCHAR | flat/flat | 1 | 1024 | 9.9450 | 39.4 | kernel
cell      comparison | Varlen | VARCHAR | flat/const | 1 | 1024 | 7.8550 | 37.8 | kernel
cell      comparison | Varlen | VARCHAR | const/flat | 1 | 1024 | 8.0072 | 6.3 | kernel
cell      comparison | Varlen | VARCHAR | dict/const | 1 | 1024 | 5.7229 | 10.6 | kernel
cell      comparison | Varlen | VARCHAR | dict/flat | 1 | 1024 | 6.8023 | 16.2 | kernel
cell      comparison | Varlen | VARCHAR | flat/flat | 50 | 1024 | 6.7906 | 11.1 | kernel
cell      comparison | Varlen | VARCHAR | flat/const | 50 | 1024 | 6.9539 | 17.6 | kernel
cell      comparison | Varlen | VARCHAR | const/flat | 50 | 1024 | 7.3764 | 15.7 | kernel
cell      comparison | Varlen | VARCHAR | dict/const | 50 | 1024 | 6.2281 | 25.9 | kernel
cell      comparison | Varlen | VARCHAR | dict/flat | 50 | 1024 | 6.9507 | 9.4 | kernel
cell      strings | prefix decides, inline | VARCHAR | flat/flat | 0 | 1024 | 5.0974 | 9.6 | kernel
cell      strings | prefix decides, inline | VARCHAR | flat/const | 0 | 1024 | 5.5135 | 6.7 | kernel
cell      strings | prefix decides, inline | VARCHAR | const/flat | 0 | 1024 | 4.9298 | 1.9 | kernel
cell      strings | prefix decides, inline | VARCHAR | dict/const | 0 | 1024 | 5.6181 | 8.2 | kernel
cell      strings | prefix decides, inline | VARCHAR | dict/flat | 0 | 1024 | 5.9436 | 49.5 | kernel
cell      strings | prefix decides, inline | VARCHAR | flat/flat | 1 | 1024 | 7.3380 | 20.0 | kernel
cell      strings | prefix decides, inline | VARCHAR | flat/const | 1 | 1024 | 7.6379 | 17.2 | kernel
cell      strings | prefix decides, inline | VARCHAR | const/flat | 1 | 1024 | 7.7108 | 23.5 | kernel
cell      strings | prefix decides, inline | VARCHAR | dict/const | 1 | 1024 | 5.3917 | 12.3 | kernel
cell      strings | prefix decides, inline | VARCHAR | dict/flat | 1 | 1024 | 7.4714 | 7.3 | kernel
cell      strings | prefix decides, inline | VARCHAR | flat/flat | 50 | 1024 | 6.6597 | 3.3 | kernel
cell      strings | prefix decides, inline | VARCHAR | flat/const | 50 | 1024 | 7.0045 | 14.2 | kernel
cell      strings | prefix decides, inline | VARCHAR | const/flat | 50 | 1024 | 6.6485 | 10.8 | kernel
cell      strings | prefix decides, inline | VARCHAR | dict/const | 50 | 1024 | 5.5786 | 6.7 | kernel
cell      strings | prefix decides, inline | VARCHAR | dict/flat | 50 | 1024 | 6.5674 | 3.6 | kernel
cell      strings | prefix ties, inline | VARCHAR | flat/flat | 0 | 1024 | 12.4509 | 4.4 | kernel
cell      strings | prefix ties, inline | VARCHAR | flat/const | 0 | 1024 | 13.9934 | 4.1 | kernel
cell      strings | prefix ties, inline | VARCHAR | const/flat | 0 | 1024 | 13.7715 | 4.0 | kernel
cell      strings | prefix ties, inline | VARCHAR | dict/const | 0 | 1024 | 14.6030 | 6.9 | kernel
cell      strings | prefix ties, inline | VARCHAR | dict/flat | 0 | 1024 | 13.6890 | 17.8 | kernel
cell      strings | prefix ties, inline | VARCHAR | flat/flat | 1 | 1024 | 12.0105 | 16.0 | kernel
cell      strings | prefix ties, inline | VARCHAR | flat/const | 1 | 1024 | 14.1264 | 13.4 | kernel
cell      strings | prefix ties, inline | VARCHAR | const/flat | 1 | 1024 | 14.6684 | 14.8 | kernel
cell      strings | prefix ties, inline | VARCHAR | dict/const | 1 | 1024 | 12.5604 | 25.9 | kernel
cell      strings | prefix ties, inline | VARCHAR | dict/flat | 1 | 1024 | 14.7548 | 7.1 | kernel
cell      strings | prefix ties, inline | VARCHAR | flat/flat | 50 | 1024 | 13.1109 | 11.2 | kernel
cell      strings | prefix ties, inline | VARCHAR | flat/const | 50 | 1024 | 14.0461 | 13.7 | kernel
cell      strings | prefix ties, inline | VARCHAR | const/flat | 50 | 1024 | 14.5688 | 28.4 | kernel
cell      strings | prefix ties, inline | VARCHAR | dict/const | 50 | 1024 | 14.9473 | 12.1 | kernel
cell      strings | prefix ties, inline | VARCHAR | dict/flat | 50 | 1024 | 13.8219 | 13.7 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/flat | 0 | 1024 | 5.4762 | 36.9 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/const | 0 | 1024 | 6.3601 | 26.9 | kernel
cell      strings | prefix decides, arena | VARCHAR | const/flat | 0 | 1024 | 9.0028 | 28.7 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/const | 0 | 1024 | 6.0062 | 5.6 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/flat | 0 | 1024 | 5.5255 | 5.2 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/flat | 1 | 1024 | 5.8757 | 7.7 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/const | 1 | 1024 | 6.1616 | 22.3 | kernel
cell      strings | prefix decides, arena | VARCHAR | const/flat | 1 | 1024 | 6.4211 | 4.8 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/const | 1 | 1024 | 5.2166 | 11.2 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/flat | 1 | 1024 | 6.8537 | 10.1 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/flat | 50 | 1024 | 5.7287 | 2.7 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/const | 50 | 1024 | 7.0900 | 12.8 | kernel
cell      strings | prefix decides, arena | VARCHAR | const/flat | 50 | 1024 | 6.9231 | 2.2 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/const | 50 | 1024 | 5.7259 | 1.1 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/flat | 50 | 1024 | 7.1745 | 0.9 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/flat | 0 | 1024 | 14.3570 | 15.6 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/const | 0 | 1024 | 13.0326 | 11.4 | kernel
cell      strings | prefix ties, arena | VARCHAR | const/flat | 0 | 1024 | 12.8469 | 6.4 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/const | 0 | 1024 | 14.0984 | 9.3 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/flat | 0 | 1024 | 13.8496 | 4.1 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/flat | 1 | 1024 | 14.1976 | 8.6 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/const | 1 | 1024 | 16.2823 | 13.1 | kernel
cell      strings | prefix ties, arena | VARCHAR | const/flat | 1 | 1024 | 17.0372 | 2.5 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/const | 1 | 1024 | 14.8373 | 9.7 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/flat | 1 | 1024 | 16.7322 | 18.2 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/flat | 50 | 1024 | 17.0938 | 4.0 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/const | 50 | 1024 | 13.1309 | 17.0 | kernel
cell      strings | prefix ties, arena | VARCHAR | const/flat | 50 | 1024 | 13.7402 | 4.1 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/const | 50 | 1024 | 13.9060 | 14.1 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/flat | 50 | 1024 | 15.0551 | 14.7 | kernel
cell      compaction | 1 bigint | 0.1 | select build | 0 | 3 | 124.1218 | 8.0 | kernel
cell      compaction | 1 bigint | 0.1 | select pass | 0 | 3 | 91.2316 | 1.1 | kernel
cell      compaction | 1 bigint | 0.1 | compact build | 0 | 3 | 216.4344 | 2.7 | kernel
cell      compaction | 1 bigint | 0.1 | compact pass | 0 | 3 | 84.1498 | 16.3 | kernel
cell      compaction | 1 bigint | 1 | select build | 0 | 11 | 53.4880 | 26.0 | kernel
cell      compaction | 1 bigint | 1 | select pass | 0 | 11 | 32.6445 | 37.4 | kernel
cell      compaction | 1 bigint | 1 | compact build | 0 | 11 | 54.1656 | 10.9 | kernel
cell      compaction | 1 bigint | 1 | compact pass | 0 | 11 | 21.4252 | 10.8 | kernel
cell      compaction | 1 bigint | 5 | select build | 0 | 49 | 8.7999 | 5.5 | kernel
cell      compaction | 1 bigint | 5 | select pass | 0 | 49 | 5.8781 | 12.7 | kernel
cell      compaction | 1 bigint | 5 | compact build | 0 | 49 | 19.5550 | 13.2 | kernel
cell      compaction | 1 bigint | 5 | compact pass | 0 | 49 | 6.2848 | 7.5 | kernel
cell      compaction | 1 bigint | 10 | select build | 0 | 100 | 5.8107 | 16.1 | kernel
cell      compaction | 1 bigint | 10 | select pass | 0 | 100 | 3.6041 | 8.6 | kernel
cell      compaction | 1 bigint | 10 | compact build | 0 | 100 | 11.5728 | 6.6 | kernel
cell      compaction | 1 bigint | 10 | compact pass | 0 | 100 | 3.2315 | 3.5 | kernel
cell      compaction | 1 bigint | 25 | select build | 0 | 255 | 3.1896 | 6.6 | kernel
cell      compaction | 1 bigint | 25 | select pass | 0 | 255 | 2.9023 | 36.1 | kernel
cell      compaction | 1 bigint | 25 | compact build | 0 | 255 | 7.9461 | 9.0 | kernel
cell      compaction | 1 bigint | 25 | compact pass | 0 | 255 | 2.0178 | 2.7 | kernel
cell      compaction | 1 bigint | 50 | select build | 0 | 514 | 2.1472 | 6.2 | kernel
cell      compaction | 1 bigint | 50 | select pass | 0 | 514 | 1.9213 | 10.8 | kernel
cell      compaction | 1 bigint | 50 | compact build | 0 | 514 | 6.9495 | 11.6 | kernel
cell      compaction | 1 bigint | 50 | compact pass | 0 | 514 | 1.4508 | 3.3 | kernel
cell      compaction | 1 bigint | 75 | select build | 0 | 765 | 1.7406 | 6.0 | kernel
cell      compaction | 1 bigint | 75 | select pass | 0 | 765 | 1.5868 | 13.9 | kernel
cell      compaction | 1 bigint | 75 | compact build | 0 | 765 | 5.5032 | 1.8 | kernel
cell      compaction | 1 bigint | 75 | compact pass | 0 | 765 | 1.1968 | 6.3 | kernel
cell      compaction | 1 bigint | 100 | select build | 0 | 1024 | 1.5938 | 12.3 | kernel
cell      compaction | 1 bigint | 100 | select pass | 0 | 1024 | 1.4557 | 13.1 | kernel
cell      compaction | 1 bigint | 100 | compact build | 0 | 1024 | 5.0714 | 10.4 | kernel
cell      compaction | 1 bigint | 100 | compact pass | 0 | 1024 | 1.1002 | 6.4 | kernel
cell      compaction | 2 bigint | 0.1 | select build | 0 | 3 | 286.1078 | 5.4 | kernel
cell      compaction | 2 bigint | 0.1 | select pass | 0 | 3 | 176.6209 | 11.3 | kernel
cell      compaction | 2 bigint | 0.1 | compact build | 0 | 3 | 407.4902 | 4.6 | kernel
cell      compaction | 2 bigint | 0.1 | compact pass | 0 | 3 | 162.5098 | 8.2 | kernel
cell      compaction | 2 bigint | 1 | select build | 0 | 11 | 81.6178 | 9.4 | kernel
cell      compaction | 2 bigint | 1 | select pass | 0 | 11 | 49.2052 | 19.2 | kernel
cell      compaction | 2 bigint | 1 | compact build | 0 | 11 | 110.0250 | 5.5 | kernel
cell      compaction | 2 bigint | 1 | compact pass | 0 | 11 | 43.7766 | 2.2 | kernel
cell      compaction | 2 bigint | 5 | select build | 0 | 49 | 20.2666 | 5.3 | kernel
cell      compaction | 2 bigint | 5 | select pass | 0 | 49 | 13.8002 | 8.8 | kernel
cell      compaction | 2 bigint | 5 | compact build | 0 | 49 | 33.6507 | 6.2 | kernel
cell      compaction | 2 bigint | 5 | compact pass | 0 | 49 | 12.2582 | 4.9 | kernel
cell      compaction | 2 bigint | 10 | select build | 0 | 100 | 12.1294 | 2.1 | kernel
cell      compaction | 2 bigint | 10 | select pass | 0 | 100 | 8.6121 | 14.8 | kernel
cell      compaction | 2 bigint | 10 | compact build | 0 | 100 | 21.4302 | 11.8 | kernel
cell      compaction | 2 bigint | 10 | compact pass | 0 | 100 | 6.4699 | 4.7 | kernel
cell      compaction | 2 bigint | 25 | select build | 0 | 255 | 4.9572 | 8.5 | kernel
cell      compaction | 2 bigint | 25 | select pass | 0 | 255 | 4.7355 | 4.0 | kernel
cell      compaction | 2 bigint | 25 | compact build | 0 | 255 | 13.9463 | 11.7 | kernel
cell      compaction | 2 bigint | 25 | compact pass | 0 | 255 | 3.9983 | 3.7 | kernel
cell      compaction | 2 bigint | 50 | select build | 0 | 514 | 3.5699 | 6.3 | kernel
cell      compaction | 2 bigint | 50 | select pass | 0 | 514 | 3.2318 | 12.9 | kernel
cell      compaction | 2 bigint | 50 | compact build | 0 | 514 | 10.9201 | 8.8 | kernel
cell      compaction | 2 bigint | 50 | compact pass | 0 | 514 | 3.3720 | 6.6 | kernel
cell      compaction | 2 bigint | 75 | select build | 0 | 765 | 3.1601 | 11.1 | kernel
cell      compaction | 2 bigint | 75 | select pass | 0 | 765 | 3.6088 | 11.4 | kernel
cell      compaction | 2 bigint | 75 | compact build | 0 | 765 | 12.1376 | 7.9 | kernel
cell      compaction | 2 bigint | 75 | compact pass | 0 | 765 | 2.6506 | 7.4 | kernel
cell      compaction | 2 bigint | 100 | select build | 0 | 1024 | 2.9974 | 7.5 | kernel
cell      compaction | 2 bigint | 100 | select pass | 0 | 1024 | 3.3546 | 9.6 | kernel
cell      compaction | 2 bigint | 100 | compact build | 0 | 1024 | 11.6619 | 70.1 | kernel
cell      compaction | 2 bigint | 100 | compact pass | 0 | 1024 | 2.9387 | 28.7 | kernel
cell      compaction | 4 bigint | 0.1 | select build | 0 | 3 | 524.8393 | 5.7 | kernel
cell      compaction | 4 bigint | 0.1 | select pass | 0 | 3 | 317.6632 | 10.7 | kernel
cell      compaction | 4 bigint | 0.1 | compact build | 0 | 3 | 782.0741 | 8.8 | kernel
cell      compaction | 4 bigint | 0.1 | compact pass | 0 | 3 | 302.2102 | 3.6 | kernel
cell      compaction | 4 bigint | 1 | select build | 0 | 11 | 153.1746 | 3.7 | kernel
cell      compaction | 4 bigint | 1 | select pass | 0 | 11 | 99.5370 | 10.0 | kernel
cell      compaction | 4 bigint | 1 | compact build | 0 | 11 | 211.4023 | 5.0 | kernel
cell      compaction | 4 bigint | 1 | compact pass | 0 | 11 | 95.4796 | 75.7 | kernel
cell      compaction | 4 bigint | 5 | select build | 0 | 49 | 38.0606 | 5.5 | kernel
cell      compaction | 4 bigint | 5 | select pass | 0 | 49 | 27.2775 | 16.3 | kernel
cell      compaction | 4 bigint | 5 | compact build | 0 | 49 | 78.7080 | 21.8 | kernel
cell      compaction | 4 bigint | 5 | compact pass | 0 | 49 | 25.6198 | 11.1 | kernel
cell      compaction | 4 bigint | 10 | select build | 0 | 100 | 22.2343 | 12.2 | kernel
cell      compaction | 4 bigint | 10 | select pass | 0 | 100 | 16.3110 | 3.6 | kernel
cell      compaction | 4 bigint | 10 | compact build | 0 | 100 | 38.9311 | 22.8 | kernel
cell      compaction | 4 bigint | 10 | compact pass | 0 | 100 | 14.0188 | 9.8 | kernel
cell      compaction | 4 bigint | 25 | select build | 0 | 255 | 9.5514 | 2.6 | kernel
cell      compaction | 4 bigint | 25 | select pass | 0 | 255 | 10.0554 | 15.3 | kernel
cell      compaction | 4 bigint | 25 | compact build | 0 | 255 | 29.6428 | 11.8 | kernel
cell      compaction | 4 bigint | 25 | compact pass | 0 | 255 | 9.3060 | 10.7 | kernel
cell      compaction | 4 bigint | 50 | select build | 0 | 514 | 7.4361 | 9.7 | kernel
cell      compaction | 4 bigint | 50 | select pass | 0 | 514 | 8.2403 | 21.2 | kernel
cell      compaction | 4 bigint | 50 | compact build | 0 | 514 | 23.6039 | 2.7 | kernel
cell      compaction | 4 bigint | 50 | compact pass | 0 | 514 | 6.1526 | 8.2 | kernel
cell      compaction | 4 bigint | 75 | select build | 0 | 765 | 5.4545 | 13.0 | kernel
cell      compaction | 4 bigint | 75 | select pass | 0 | 765 | 6.7589 | 4.9 | kernel
cell      compaction | 4 bigint | 75 | compact build | 0 | 765 | 19.9938 | 7.6 | kernel
cell      compaction | 4 bigint | 75 | compact pass | 0 | 765 | 5.5450 | 11.8 | kernel
cell      compaction | 4 bigint | 100 | select build | 0 | 1024 | 6.3976 | 20.2 | kernel
cell      compaction | 4 bigint | 100 | select pass | 0 | 1024 | 8.5996 | 15.9 | kernel
cell      compaction | 4 bigint | 100 | compact build | 0 | 1024 | 17.8708 | 11.0 | kernel
cell      compaction | 4 bigint | 100 | compact pass | 0 | 1024 | 4.5030 | 8.3 | kernel
cell      compaction | 2 bigint + varchar | 0.1 | select build | 0 | 3 | 483.5395 | 3.9 | kernel
cell      compaction | 2 bigint + varchar | 0.1 | select pass | 0 | 3 | 247.2253 | 16.2 | kernel
cell      compaction | 2 bigint + varchar | 0.1 | compact build | 0 | 3 | 637.6514 | 2.7 | kernel
cell      compaction | 2 bigint + varchar | 0.1 | compact pass | 0 | 3 | 233.9088 | 8.5 | kernel
cell      compaction | 2 bigint + varchar | 1 | select build | 0 | 11 | 132.0394 | 12.3 | kernel
cell      compaction | 2 bigint + varchar | 1 | select pass | 0 | 11 | 85.0460 | 11.4 | kernel
cell      compaction | 2 bigint + varchar | 1 | compact build | 0 | 11 | 222.5178 | 18.3 | kernel
cell      compaction | 2 bigint + varchar | 1 | compact pass | 0 | 11 | 84.6081 | 8.9 | kernel
cell      compaction | 2 bigint + varchar | 5 | select build | 0 | 49 | 33.8806 | 9.8 | kernel
cell      compaction | 2 bigint + varchar | 5 | select pass | 0 | 49 | 24.3821 | 4.8 | kernel
cell      compaction | 2 bigint + varchar | 5 | compact build | 0 | 49 | 73.8981 | 2.3 | kernel
cell      compaction | 2 bigint + varchar | 5 | compact pass | 0 | 49 | 21.4829 | 6.5 | kernel
cell      compaction | 2 bigint + varchar | 10 | select build | 0 | 100 | 19.6063 | 7.2 | kernel
cell      compaction | 2 bigint + varchar | 10 | select pass | 0 | 100 | 17.5194 | 9.0 | kernel
cell      compaction | 2 bigint + varchar | 10 | compact build | 0 | 100 | 51.1565 | 1.7 | kernel
cell      compaction | 2 bigint + varchar | 10 | compact pass | 0 | 100 | 17.1576 | 34.6 | kernel
cell      compaction | 2 bigint + varchar | 25 | select build | 0 | 255 | 8.1559 | 7.6 | kernel
cell      compaction | 2 bigint + varchar | 25 | select pass | 0 | 255 | 10.9829 | 6.9 | kernel
cell      compaction | 2 bigint + varchar | 25 | compact build | 0 | 255 | 36.7197 | 4.3 | kernel
cell      compaction | 2 bigint + varchar | 25 | compact pass | 0 | 255 | 12.0336 | 17.7 | kernel
cell      compaction | 2 bigint + varchar | 50 | select build | 0 | 514 | 5.5107 | 20.8 | kernel
cell      compaction | 2 bigint + varchar | 50 | select pass | 0 | 514 | 10.2472 | 11.3 | kernel
cell      compaction | 2 bigint + varchar | 50 | compact build | 0 | 514 | 39.0491 | 15.5 | kernel
cell      compaction | 2 bigint + varchar | 50 | compact pass | 0 | 514 | 8.4357 | 4.3 | kernel
cell      compaction | 2 bigint + varchar | 75 | select build | 0 | 765 | 4.2941 | 11.6 | kernel
cell      compaction | 2 bigint + varchar | 75 | select pass | 0 | 765 | 8.6390 | 12.2 | kernel
cell      compaction | 2 bigint + varchar | 75 | compact build | 0 | 765 | 39.0918 | 24.6 | kernel
cell      compaction | 2 bigint + varchar | 75 | compact pass | 0 | 765 | 8.7832 | 12.0 | kernel
cell      compaction | 2 bigint + varchar | 100 | select build | 0 | 1024 | 5.7450 | 42.4 | kernel
cell      compaction | 2 bigint + varchar | 100 | select pass | 0 | 1024 | 8.8470 | 3.8 | kernel
cell      compaction | 2 bigint + varchar | 100 | compact build | 0 | 1024 | 36.6007 | 16.8 | kernel
cell      compaction | 2 bigint + varchar | 100 | compact pass | 0 | 1024 | 8.7056 | 14.6 | kernel
cell      sizes | compare flat/flat | 256 | flat | 0 | 256 | 1.6307 | 21.0 | kernel
cell      sizes | compare dict/const | 256 | flat | 0 | 256 | 2.3220 | 9.1 | kernel
cell      sizes | add flat/flat | 256 | flat | 0 | 256 | 2.0637 | 11.2 | kernel
cell      sizes | select then one pass | 256 | flat | 0 | 131 | 13.4401 | 22.2 | kernel
cell      sizes | compact then one pass | 256 | flat | 0 | 131 | 21.3460 | 10.7 | kernel
cell      sizes | compare flat/flat | 512 | flat | 0 | 512 | 1.2720 | 10.7 | kernel
cell      sizes | compare dict/const | 512 | flat | 0 | 512 | 1.9380 | 2.5 | kernel
cell      sizes | add flat/flat | 512 | flat | 0 | 512 | 1.4830 | 6.3 | kernel
cell      sizes | select then one pass | 512 | flat | 0 | 257 | 8.0153 | 9.1 | kernel
cell      sizes | compact then one pass | 512 | flat | 0 | 257 | 15.9745 | 10.1 | kernel
cell      sizes | compare flat/flat | 1024 | flat | 0 | 1024 | 1.1592 | 7.3 | kernel
cell      sizes | compare dict/const | 1024 | flat | 0 | 1024 | 1.6230 | 12.4 | kernel
cell      sizes | add flat/flat | 1024 | flat | 0 | 1024 | 1.4755 | 11.3 | kernel
cell      sizes | select then one pass | 1024 | flat | 0 | 514 | 7.3463 | 13.7 | kernel
cell      sizes | compact then one pass | 1024 | flat | 0 | 514 | 12.5934 | 14.1 | kernel
cell      sizes | compare flat/flat | 2048 | flat | 0 | 2048 | 1.0171 | 3.3 | kernel
cell      sizes | compare dict/const | 2048 | flat | 0 | 2048 | 1.4507 | 9.9 | kernel
cell      sizes | add flat/flat | 2048 | flat | 0 | 2048 | 1.3980 | 9.8 | kernel
cell      sizes | select then one pass | 2048 | flat | 0 | 1023 | 5.6020 | 11.0 | kernel
cell      sizes | compact then one pass | 2048 | flat | 0 | 1023 | 10.5827 | 3.2 | kernel
cell      sizes | compare flat/flat | 4096 | flat | 0 | 4096 | 1.0119 | 14.7 | kernel
cell      sizes | compare dict/const | 4096 | flat | 0 | 4096 | 1.2925 | 10.7 | kernel
cell      sizes | add flat/flat | 4096 | flat | 0 | 4096 | 1.9500 | 44.8 | kernel
